,IQ,CGPA,Academic_Performance,Communication_Skills,Projects_Completed,Placement
3559,80,9.7,4,9,0,0
9156,104,6.76,4,1,3,0
2841,77,6.24,2,4,4,0
2311,126,8.7,6,9,5,1
8333,110,6.95,8,6,3,0
3234,80,6.67,2,9,2,0
4152,101,5.81,9,4,1,0
1309,107,7.15,3,1,2,0
695,95,7.33,5,9,0,0
9859,130,8.56,10,1,4,1
3752,118,8.12,1,7,2,1
6337,93,7.41,10,2,2,0
1227,97,8.37,7,9,0,0
1999,88,7.97,4,2,2,0
276,102,6.2,7,10,4,0
8176,124,10.18,8,7,3,1
7664,113,8.58,10,3,0,0
5929,106,5.26,1,6,0,0
2953,122,9.26,3,2,0,0
3637,105,7.5,10,10,4,0
3906,119,6.01,2,9,0,0
4778,83,6.1,9,3,5,0
5845,91,9.4,4,1,1,0
9698,118,8.02,7,10,0,1
4117,71,7.56,5,4,3,0
7030,79,6.68,10,6,5,0
1137,81,5.87,10,7,1,0
2767,106,5.08,5,7,2,0
2334,113,7.91,10,2,2,0
7706,123,7.13,10,7,2,0
942,109,7.31,8,5,4,0
7662,89,5.95,8,4,0,0
2490,99,6.72,4,6,2,0
9679,99,6.84,2,10,5,0
6290,96,6.58,2,2,5,0
4935,108,7.74,7,9,5,0
3935,105,10.06,6,6,3,0
6956,101,6.01,10,9,2,0
2384,100,5.39,7,9,2,0
115,104,5.88,9,7,3,0
1863,73,10.26,8,7,0,0
9976,125,8.62,4,4,1,0
3119,124,6.56,5,5,1,0
4258,98,5.72,10,3,0,0
6705,82,8.15,4,7,0,0
902,100,5.5,2,2,2,0
2819,71,5.35,6,2,0,0
3822,99,5.17,7,1,1,0
8161,113,10.03,2,8,2,1
6890,115,9.06,4,3,5,1
9090,110,5.15,6,8,0,0
4699,92,10.4,3,4,1,0
8918,74,8.24,5,4,4,0
3802,81,7.08,6,7,4,0
6068,113,7.44,2,10,2,1
5810,116,8.15,8,5,1,0
3536,110,10.11,2,8,1,0
3825,117,6.68,2,10,2,1
8642,117,8.1,8,2,0,0
8608,62,7.56,8,5,4,0
4810,111,8.7,7,10,5,1
1946,105,7.82,5,6,4,0
8600,94,9.61,4,4,5,0
7136,90,6.06,10,1,2,0
5335,92,8.78,3,6,4,0
3488,86,6.77,9,1,5,0
1610,95,8.74,7,3,1,0
7461,99,8.02,9,9,0,0
8473,91,5.53,10,3,1,0
4677,116,8.52,6,1,4,1
4959,107,7.99,5,2,3,0
5867,89,7.57,9,3,5,0
8763,108,9.39,7,6,3,0
4761,110,5.98,5,1,1,0
2194,102,5.7,7,6,2,0
8003,110,7.09,10,5,3,0
5701,96,9.15,10,9,4,1
5113,78,7.77,9,8,2,0
557,93,6.61,10,4,0,0
8065,101,7.25,9,4,5,0
5139,90,8.2,4,7,5,0
1207,90,5.4,5,1,5,0
7033,85,7.45,10,1,5,0
7309,85,6.4,2,1,5,0
1510,82,5.75,2,10,4,0
6769,90,4.75,2,10,5,0
3829,107,5.24,7,10,3,0
3732,69,7.88,3,9,4,0
7957,132,5.16,5,8,5,1
3211,82,6.23,7,8,4,0
3630,108,7.68,3,7,3,0
1708,98,9.3,6,5,1,0
1845,84,5.9,10,7,3,0
266,124,8.41,3,1,5,1
5985,91,9.08,10,1,0,0
1140,95,6.27,9,7,4,0
3162,93,8.62,1,2,2,0
6207,101,9.65,1,10,2,1
2046,100,7.55,1,8,3,0
3730,112,5.37,2,8,1,0
1909,102,7.96,8,6,5,0
7307,121,9.23,5,6,3,1
2660,82,9.44,4,6,0,0
656,100,7.93,10,3,3,0
6660,112,5.76,4,9,4,1
1307,99,6.3,1,8,0,0
9429,130,7.67,2,1,1,0
998,91,7.24,6,1,4,0
7432,106,9.34,8,2,5,0
2834,96,7.28,4,5,1,0
9178,84,6.88,8,8,0,0
5880,63,9.56,7,1,0,0
1237,91,6.52,5,9,1,0
2151,124,7.52,6,5,0,0
7919,107,7.04,8,10,1,0
9695,88,8.54,5,8,1,0
7189,69,8.78,8,9,4,1
8303,102,8.22,9,2,5,0
6578,103,9.41,1,5,3,0
5091,89,5.81,8,7,3,0
2186,78,7.17,7,3,3,0
1134,96,9.64,2,9,3,1
5004,110,8.78,3,4,5,0
7974,101,5.43,10,5,1,0
1303,88,7.76,5,9,0,0
8468,81,9.76,7,3,1,0
1627,119,9.01,5,2,5,1
9281,101,8.38,3,8,4,1
1522,96,7.17,10,10,1,0
9810,91,8.6,2,6,5,0
358,104,5.41,5,6,0,0
138,112,6.19,6,3,5,0
299,109,8.77,7,2,0,0
1556,113,7.6,5,3,3,0
5099,101,8.66,1,6,4,0
382,68,9.88,3,1,0,0
8312,103,9.83,4,9,4,1
6948,94,7.8,9,4,4,0
4857,114,8.22,5,6,1,0
3180,114,6.22,6,3,2,0
1439,111,6.3,6,7,4,0
7269,87,9.45,6,4,3,0
5673,142,7.45,3,6,2,0
946,77,7.41,6,8,1,0
2390,72,6.19,9,8,3,0
5498,67,10.04,9,6,4,0
7073,117,7.19,9,8,2,1
9230,99,5.23,6,8,2,0
2721,92,9.84,8,6,5,0
1932,93,5.85,6,3,5,0
7423,115,8.9,9,3,3,1
3236,115,6.12,6,7,5,0
3140,112,9.52,8,1,2,1
4163,72,5.63,3,2,0,0
8888,98,5.76,7,4,5,0
3807,70,5.63,5,1,1,0
9479,115,7.53,1,5,2,0
6983,89,7.55,2,3,5,0
8904,93,8.72,5,2,1,0
9722,101,5.21,4,6,3,0
4154,114,6.44,4,2,3,0
4172,92,9.26,1,6,5,0
796,99,7.99,4,3,5,0
2416,108,6.28,7,10,4,0
7170,92,6.16,8,4,2,0
6139,114,6.67,5,4,3,0
785,116,6.34,10,8,2,1
7067,96,7.65,10,3,2,0
3158,119,6.21,1,4,4,0
123,78,6.1,9,9,4,0
9457,100,5.77,10,3,0,0
9246,105,8.45,3,8,5,1
2172,95,5.9,9,10,0,0
2169,106,9.07,1,4,0,0
6880,102,9.08,7,3,4,0
4009,109,6.25,6,7,5,0
9296,88,9.29,10,10,4,1
4340,114,10.08,10,1,5,1
910,95,9.98,8,1,3,0
6268,114,8.58,10,10,4,1
7771,96,5.06,9,10,2,0
2309,113,6.09,6,5,2,0
9658,119,8.19,8,4,3,1
3634,106,6.45,2,7,4,0
1257,106,5.77,10,4,4,0
6591,82,5.83,8,3,4,0
4458,76,5.81,6,5,4,0
6133,100,9.01,7,7,2,0
1178,85,8.3,1,3,1,0
4652,100,6.92,5,5,0,0
6218,96,7.16,9,10,4,0
3650,106,6.38,4,8,2,0
442,68,5.74,5,8,2,0
3415,97,10.34,3,4,2,0
1399,90,6.46,7,7,3,0
1457,105,8.78,6,6,1,0
7524,98,8.34,3,5,0,0
5744,73,10.22,9,10,0,0
1054,91,5.87,7,3,2,0
8998,89,9.72,1,7,5,0
3275,120,6.06,4,9,2,1
1463,87,7.54,4,4,1,0
3699,96,6.0,5,5,2,0
3759,99,8.46,8,7,5,0
929,99,5.82,9,5,5,0
5511,110,6.16,9,5,2,0
6468,107,6.71,10,10,1,0
8412,84,9.99,9,1,1,0
1829,100,7.7,8,4,5,0
2928,123,5.3,6,2,3,0
8295,115,7.1,10,9,1,0
6538,92,9.56,10,10,5,1
4221,112,5.91,1,10,4,1
3546,110,6.93,6,8,2,0
5598,101,8.26,1,10,0,0
8937,133,9.6,2,6,1,0
7318,105,7.26,3,6,2,0
8350,77,5.32,7,10,2,0
2011,88,9.6,5,5,0,0
913,123,6.16,1,2,4,0
8248,150,8.66,3,10,0,1
7265,90,8.85,9,9,5,1
3219,110,6.56,10,4,1,0
2606,90,6.85,3,4,3,0
3264,109,9.07,3,1,2,0
4928,80,5.48,7,7,4,0
8661,79,9.15,6,2,0,0
6564,99,6.75,9,10,2,0
8129,104,7.07,8,7,5,0
6,123,6.58,5,8,2,1
2980,103,6.33,3,9,0,0
6583,76,7.45,6,4,4,0
3361,74,9.77,8,2,3,0
4774,65,9.96,10,1,5,0
1943,94,8.99,9,6,5,0
7452,84,8.33,10,10,0,0
5499,123,8.31,7,10,3,1
1635,93,5.41,6,9,1,0
1141,120,5.34,2,9,1,0
2041,93,5.58,10,1,1,0
6703,79,8.47,1,10,4,1
7818,93,6.9,9,8,0,0
2070,114,9.81,6,4,5,1
3134,100,7.87,2,7,5,0
5160,104,6.36,1,3,5,0
8331,117,7.57,1,3,5,0
5275,111,7.77,6,5,3,0
2242,129,6.41,2,3,5,0
1474,88,7.64,8,4,5,0
8590,121,7.42,7,5,0,0
1889,99,7.59,10,3,2,0
3435,113,4.94,3,10,1,0
7593,98,9.28,3,5,4,0
7745,87,7.95,3,5,2,0
3705,104,6.79,7,2,5,0
2021,104,7.21,10,8,5,0
4020,132,7.69,5,5,0,0
8830,94,5.87,3,3,5,0
8443,80,5.44,5,4,4,0
3500,117,7.14,10,6,5,0
2658,102,7.77,1,8,3,0
8456,115,9.31,5,1,5,1
6888,90,8.74,7,7,5,0
1130,104,9.81,6,10,4,1
5557,115,7.53,10,8,0,0
7358,82,5.46,10,3,3,0
1819,85,9.54,5,6,2,0
7538,88,9.08,7,7,5,0
9386,88,7.86,7,10,0,0
4318,102,6.63,3,10,3,0
9604,112,8.55,2,1,4,1
4144,77,9.83,7,4,3,0
4669,100,5.86,1,9,0,0
1236,125,7.39,3,3,0,0
5476,97,5.54,5,5,3,0
9836,115,7.17,9,4,3,0
1856,120,7.93,1,10,5,1
2282,117,7.42,8,8,1,0
8693,98,6.69,8,8,4,0
9320,93,7.19,4,10,0,0
4093,103,9.56,10,9,0,0
7061,108,8.38,3,9,4,1
5200,95,7.56,6,5,3,0
6401,87,5.93,2,9,5,0
9929,108,9.29,2,6,4,0
3421,98,9.35,3,2,4,0
9269,93,5.81,9,1,3,0
386,105,4.85,7,7,1,0
8548,93,8.32,4,9,4,1
1628,101,9.12,9,2,1,0
3585,80,6.34,8,7,3,0
7412,96,8.78,2,2,0,0
2714,105,4.97,6,4,2,0
7171,96,9.71,7,7,1,0
8435,102,8.32,2,7,3,0
9321,93,8.38,3,2,5,0
5659,89,5.46,3,3,0,0
3189,127,7.18,6,2,1,0
9968,100,8.75,8,7,5,0
4305,76,9.89,10,1,1,0
909,132,7.31,9,8,1,0
5385,100,8.62,5,7,1,0
1996,99,5.63,10,4,4,0
1866,115,8.39,4,5,5,1
1842,91,9.54,6,9,4,1
2497,95,6.11,5,7,0,0
201,108,7.96,8,8,1,0
7905,98,7.54,1,10,5,0
7724,124,6.41,7,9,4,1
5054,81,5.83,5,2,4,0
5889,94,7.95,1,9,1,0
4006,59,8.54,7,1,4,0
9901,105,7.66,10,1,4,0
2702,130,6.01,6,4,1,0
3449,93,6.65,10,7,1,0
331,86,4.96,1,1,0,0
7139,120,4.69,5,3,4,0
8960,106,7.52,8,8,4,0
9819,116,8.58,9,8,3,1
7176,117,8.07,1,10,0,1
2459,107,7.25,2,5,3,0
1774,88,5.36,4,4,1,0
6628,91,7.4,8,7,4,0
7596,76,5.1,1,4,0,0
7986,103,8.42,5,8,5,1
2686,107,6.95,7,2,1,0
9147,92,7.52,7,6,5,0
989,100,6.85,8,9,4,0
9046,119,8.66,7,2,2,1
8348,108,7.76,5,6,2,0
8875,95,6.09,4,4,5,0
8550,80,9.29,2,5,2,0
5806,65,9.49,3,8,3,1
8733,71,8.16,8,9,1,0
8697,78,7.15,3,1,3,0
6574,102,7.93,9,7,1,0
3052,95,6.56,8,10,2,0
8637,82,8.91,2,8,4,1
5462,116,7.32,5,5,2,0
173,105,8.23,5,2,3,0
4954,104,9.32,4,10,4,1
4615,95,8.98,8,3,0,0
3321,86,7.23,1,1,5,0
7065,85,6.82,5,10,2,0
6246,108,8.35,4,3,3,0
6745,86,7.08,10,8,5,0
3372,121,5.36,4,4,2,0
6048,79,7.89,1,8,1,0
3311,106,6.1,3,4,5,0
7416,111,5.42,1,9,4,1
7293,85,5.55,1,4,0,0
7584,109,9.3,4,7,1,0
9377,118,5.63,8,6,2,0
8811,104,6.82,9,1,5,0
8160,97,7.95,7,4,0,0
4679,103,8.18,2,7,3,0
3403,98,8.34,8,7,5,0
18,86,8.15,7,9,4,1
3691,112,9.06,1,8,3,1
8654,111,6.71,8,7,2,0
4096,108,8.86,10,5,2,0
3628,76,6.25,6,7,2,0
8862,93,6.82,2,4,5,0
2174,87,6.52,1,7,2,0
1356,91,7.84,2,1,3,0
5002,73,5.27,2,4,1,0
7391,101,8.64,6,2,1,0
6922,106,8.34,6,1,4,0
5823,117,5.52,5,3,2,0
9502,102,6.1,5,7,0,0
5670,137,6.73,5,1,3,0
3112,95,5.69,6,5,2,0
182,83,6.34,1,7,2,0
3642,85,7.76,9,2,4,0
8857,101,5.73,8,10,2,0
1812,124,5.82,10,9,0,0
7875,94,4.94,1,1,5,0
8497,118,6.78,7,4,1,0
4912,112,7.89,1,10,2,1
5668,74,8.85,8,8,0,0
8542,89,7.04,7,9,5,0
1800,128,8.07,7,6,4,1
9251,125,7.67,7,10,2,1
2429,94,8.2,8,3,2,0
5482,101,8.48,1,3,5,0
6761,97,7.87,5,3,0,0
9839,81,9.17,3,10,3,1
9635,78,8.85,8,9,5,1
1968,97,6.06,4,9,5,0
8339,97,5.12,7,1,4,0
8141,88,9.17,1,2,4,0
7696,115,5.55,4,8,4,1
7541,99,6.12,10,8,4,0
4987,101,8.11,3,3,0,0
9756,111,5.24,1,3,1,0
4650,96,9.3,2,2,0,0
1159,95,5.54,8,3,4,0
1213,113,7.51,8,1,3,0
7336,99,7.5,8,3,5,0
1325,70,7.27,7,5,1,0
7512,103,9.26,1,7,4,0
7580,117,8.69,1,7,3,1
4796,107,7.48,6,9,1,0
6796,123,8.8,8,9,3,1
5808,140,7.79,6,4,2,0
5943,76,6.35,6,3,1,0
9283,110,8.9,3,5,4,0
8144,116,4.66,9,6,1,0
1455,73,6.88,9,5,5,0
5410,92,4.87,4,10,0,0
7129,119,5.72,7,5,3,0
8892,85,8.51,8,3,2,0
4962,98,8.37,10,2,4,0
2800,102,8.96,7,3,3,0
1644,84,8.21,7,4,5,0
2140,102,8.21,3,5,3,0
4536,103,5.0,8,10,5,0
4457,80,7.85,7,10,1,0
8951,81,7.17,4,9,0,0
5586,90,8.87,8,2,4,0
4378,104,7.39,2,6,0,0
729,88,7.32,2,2,2,0
4357,95,7.06,3,5,5,0
7748,110,9.11,8,6,1,0
6716,115,9.39,1,2,5,1
1936,103,9.23,10,3,5,0
3793,96,8.69,10,10,4,1
3736,93,9.44,7,2,2,0
2261,106,6.9,8,4,0,0
4005,108,9.0,3,9,5,1
1110,97,8.91,10,7,0,0
9028,104,7.42,9,1,2,0
5480,129,7.68,5,4,5,0
2998,105,7.39,8,5,3,0
2394,98,5.7,5,7,5,0
1185,114,5.98,7,8,3,1
2007,87,5.11,4,5,1,0
193,81,9.47,3,9,0,0
5611,126,8.75,7,1,1,0
2901,93,7.51,10,3,4,0
578,77,6.36,3,5,3,0
6219,120,8.44,4,7,1,0
5525,90,5.79,8,9,5,0
771,91,7.33,2,4,3,0
7839,94,5.74,9,4,2,0
2395,78,5.97,8,2,0,0
1478,86,8.51,9,3,2,0
1846,118,6.96,2,10,1,0
9108,122,9.52,6,2,4,1
4274,69,6.46,5,8,5,0
3740,89,7.58,10,6,2,0
4600,96,6.41,6,3,2,0
8087,95,6.22,7,5,2,0
8710,98,7.94,1,5,1,0
6676,100,5.59,4,2,4,0
6375,116,8.02,2,5,0,0
8124,94,8.08,9,6,0,0
9538,80,7.36,5,8,3,0
4915,103,9.09,6,1,0,0
2073,102,7.71,9,9,2,0
4754,91,6.3,4,10,0,0
1896,96,7.62,10,2,4,0
8552,107,6.17,10,7,3,0
6702,66,5.6,4,5,0,0
6317,92,8.58,5,3,4,0
3659,133,5.13,1,7,0,0
6581,103,8.19,4,2,1,0
2379,103,7.13,9,6,2,0
1447,108,6.34,3,1,2,0
342,103,8.32,2,10,2,1
5127,99,5.45,2,3,2,0
3136,114,7.18,10,2,1,0
2527,109,6.8,6,8,0,0
727,105,5.65,1,2,5,0
4577,127,8.13,4,10,0,1
976,93,8.71,10,9,0,0
8391,98,6.65,4,8,5,0
5443,91,5.26,4,1,3,0
9034,99,9.26,2,2,2,0
3516,88,5.93,2,4,4,0
7975,104,5.71,2,2,5,0
9787,125,7.45,5,8,3,1
3940,105,5.81,3,10,2,0
1299,104,9.19,6,8,5,1
9764,102,5.22,5,10,1,0
1348,79,9.4,7,9,2,1
660,91,6.76,10,7,0,0
5886,88,6.88,9,1,0,0
1492,91,6.04,2,8,0,0
9946,64,7.81,3,2,0,0
4589,83,9.39,10,4,4,0
8530,86,8.38,8,3,3,0
5154,86,8.04,6,3,4,0
2315,106,6.87,10,3,4,0
9614,93,9.89,3,3,1,0
9577,111,5.6,3,7,1,0
7024,117,5.38,8,5,3,0
1085,106,6.18,2,9,4,0
2524,113,6.15,7,6,1,0
8968,108,5.35,9,1,5,0
5374,106,7.15,1,2,0,0
3198,94,8.68,2,2,2,0
5751,81,9.89,1,7,1,0
4008,92,8.27,5,8,4,1
5717,96,8.52,10,1,2,0
6657,123,9.59,4,8,0,1
9357,111,5.73,2,8,5,1
8790,68,8.52,8,1,2,0
67,115,6.87,5,1,2,0
7923,119,9.03,1,8,2,1
40,111,6.98,1,2,3,0
2269,98,9.56,7,10,1,0
2381,85,7.62,6,7,4,0
7341,106,5.95,9,7,4,0
9961,88,5.27,9,5,5,0
4916,115,6.43,4,10,4,1
5322,116,6.29,10,7,1,0
5773,87,6.11,9,2,5,0
6232,97,6.28,10,4,5,0
6963,94,5.65,3,9,1,0
3447,87,8.98,10,3,0,0
6816,70,5.71,2,1,2,0
2367,74,9.1,1,9,4,1
7981,92,8.05,9,7,2,0
8166,126,6.39,7,4,2,0
2512,108,5.93,5,9,1,0
9619,90,8.82,5,6,4,0
2723,122,8.96,7,4,0,0
5948,74,7.13,1,5,5,0
9185,99,6.77,3,2,0,0
9004,97,8.34,2,4,4,0
1143,101,5.07,5,9,2,0
9736,106,6.66,1,10,5,0
7222,96,6.19,10,4,0,0
8292,112,9.64,4,9,3,1
9220,104,9.19,9,3,0,0
4728,123,6.42,9,9,3,1
5494,106,8.84,2,7,0,0
5755,84,8.4,1,1,0,0
7562,114,8.91,1,2,0,0
3789,119,8.61,9,7,1,0
2220,94,10.2,9,1,3,0
5075,101,9.55,8,6,3,0
2331,98,6.71,8,6,3,0
5394,78,9.4,6,6,2,0
7439,109,9.04,2,1,3,0
8067,113,7.83,7,3,5,0
7090,92,8.0,1,9,0,0
9336,120,8.55,9,1,4,1
4088,117,7.27,10,4,0,0
1967,97,5.92,5,8,2,0
9363,102,8.43,3,2,0,0
9796,99,9.8,3,4,5,0
6757,107,7.66,8,8,5,0
9586,106,5.05,7,4,0,0
4365,131,9.41,2,5,1,0
6999,105,6.09,2,8,2,0
423,114,6.3,2,5,3,0
280,101,9.26,1,9,5,1
1904,98,7.56,9,4,3,0
595,92,8.26,4,2,4,0
8579,106,5.57,9,5,2,0
3917,108,9.04,3,4,4,0
6142,99,8.32,1,10,4,1
5661,86,8.02,2,7,3,0
5778,100,6.98,10,6,1,0
3618,117,9.79,2,5,2,1
6845,106,8.4,9,3,5,0
839,96,9.17,2,9,2,1
4596,95,9.35,7,6,2,0
7496,92,6.9,8,5,4,0
141,119,8.28,5,5,5,1
2597,103,6.02,5,5,3,0
6701,97,6.79,5,9,1,0
7756,85,9.95,10,8,3,1
1377,115,6.58,4,5,1,0
3674,99,9.16,2,8,3,1
8770,94,6.53,5,8,2,0
9895,88,8.8,9,1,3,0
6362,92,9.89,3,8,4,1
4741,107,7.2,5,2,1,0
3808,109,5.55,7,4,4,0
1138,108,7.06,9,5,3,0
2257,93,6.38,4,5,2,0
7865,84,6.03,8,10,3,0
1787,88,6.39,2,7,0,0
3938,94,8.1,4,7,3,0
9316,95,6.78,7,4,0,0
4646,79,7.07,1,8,3,0
459,82,7.64,7,6,3,0
6115,84,8.72,4,8,1,0
9542,111,7.17,2,9,1,0
948,99,5.26,6,1,3,0
3700,115,6.97,4,7,2,0
1336,90,9.43,6,9,0,0
6370,96,9.54,2,9,1,0
4628,116,9.59,6,3,0,0
6286,84,6.37,1,1,1,0
5925,87,9.3,10,2,2,0
5934,125,5.1,8,2,4,0
6040,114,10.12,7,7,5,1
441,99,5.73,2,5,2,0
6659,104,7.8,7,4,2,0
1602,90,7.72,8,8,4,0
2238,93,7.76,2,7,4,0
639,80,9.29,2,3,4,0
9820,104,8.55,8,8,1,0
3830,96,6.8,7,7,1,0
9395,110,8.1,7,2,0,0
6144,108,5.78,7,1,0,0
7985,87,5.83,9,7,4,0
9052,98,7.52,3,2,3,0
6344,100,6.46,6,1,2,0
2501,114,8.46,6,8,3,1
1958,115,6.64,1,8,1,0
1070,99,5.73,7,9,0,0
155,89,8.31,10,4,4,0
2295,107,5.91,5,9,1,0
9801,107,8.03,10,2,0,0
4578,91,5.55,4,7,2,0
1089,97,8.64,10,7,5,0
6049,87,5.55,3,9,4,0
6415,89,8.97,9,8,0,0
2940,114,8.68,5,5,4,1
723,111,6.41,2,5,3,0
4384,90,5.92,9,7,0,0
930,91,4.97,8,1,4,0
2909,118,7.87,10,4,0,0
7845,121,7.81,7,5,0,0
6763,125,5.91,5,8,3,1
8388,91,9.6,3,5,0,0
6416,80,9.26,1,2,3,0
895,109,8.19,10,6,4,0
3247,89,7.43,7,10,5,0
2326,83,8.34,4,2,2,0
7096,140,7.0,1,4,0,0
9505,114,4.86,1,6,5,0
7581,110,7.07,7,6,1,0
9742,78,9.44,9,3,1,0
5038,124,8.37,4,6,1,0
6450,95,7.4,8,10,1,0
4136,99,9.78,1,7,0,0
9248,119,8.3,7,8,4,1
1715,98,5.78,3,4,1,0
1698,107,9.52,3,3,2,0
9690,107,9.81,10,5,0,0
9549,69,8.89,4,10,2,1
9971,110,5.99,6,5,0,0
8224,113,5.79,9,5,5,0
3831,92,9.87,8,5,4,0
6299,91,6.54,1,8,3,0
3348,110,9.95,7,9,4,1
9518,96,7.0,1,9,2,0
985,82,7.89,10,1,1,0
1821,101,7.11,10,8,3,0
4571,95,9.52,9,7,4,0
587,87,6.71,2,8,2,0
9757,92,5.62,9,2,4,0
5077,115,4.94,6,1,3,0
7782,101,9.44,7,1,2,0
8323,124,5.64,3,2,2,0
9522,114,6.1,2,10,1,0
9967,99,7.07,5,1,2,0
5483,100,9.44,10,10,5,1
7746,121,7.67,3,8,2,1
9280,117,8.18,7,5,2,1
5514,117,5.59,1,4,2,0
9527,106,8.18,5,10,0,0
8871,101,9.11,6,6,0,0
5553,109,7.92,1,3,3,0
3557,101,9.33,9,6,3,0
1395,102,7.6,1,10,2,0
264,96,8.05,10,6,5,0
3547,121,8.06,6,3,0,0
6844,136,10.38,8,1,1,0
7628,75,8.44,2,4,2,0
6788,83,5.06,9,1,5,0
3069,110,8.41,10,6,1,0
5025,81,6.62,4,1,4,0
8396,113,8.43,2,1,5,1
3864,94,6.83,9,3,1,0
9072,76,5.02,9,10,2,0
2400,89,6.06,4,8,4,0
6274,93,7.26,4,1,0,0
8484,129,8.41,9,7,0,0
3711,80,9.31,5,4,5,0
246,92,9.43,8,9,0,0
1594,64,7.3,6,8,5,0
9682,114,5.54,10,8,0,0
1529,83,8.85,2,8,0,0
8223,106,8.62,9,10,5,1
923,89,7.31,8,1,0,0
7553,82,9.38,9,5,3,0
4364,91,6.58,5,5,3,0
669,116,6.87,1,4,4,0
3604,111,9.48,7,8,3,1
5108,83,8.83,5,9,0,0
1910,125,5.29,1,9,4,1
8344,70,8.66,9,10,3,1
5248,112,6.92,10,5,3,0
7183,86,6.1,9,4,4,0
3958,116,7.84,10,10,0,0
6957,127,6.33,5,7,3,0
6026,116,7.36,5,9,5,1
5643,120,9.4,7,1,3,1
2696,116,9.46,5,7,0,0
2591,93,8.31,4,2,5,0
5906,97,5.48,8,7,1,0
1781,98,9.58,10,4,0,0
6509,121,4.85,1,6,5,0
3013,79,4.81,10,8,3,0
7133,101,5.36,3,3,4,0
2307,97,7.42,5,9,2,0
7276,84,7.59,2,9,3,0
3690,108,6.61,6,8,2,0
687,94,9.01,1,4,5,0
6011,106,8.66,4,4,0,0
7071,85,6.88,4,5,5,0
612,104,8.61,3,5,3,0
7167,98,5.54,1,7,4,0
9205,74,5.31,2,7,1,0
3200,102,9.45,9,6,3,0
2267,104,10.04,4,3,0,0
9781,116,9.05,6,10,3,1
6629,106,7.41,6,2,5,0
4135,94,8.89,5,10,1,0
1898,108,9.79,6,7,5,0
9530,112,7.93,9,10,4,1
8153,77,5.44,3,8,4,0
258,106,6.87,4,2,5,0
2924,101,8.76,8,3,4,0
9424,113,7.54,5,7,4,0
4943,89,7.15,5,2,4,0
2822,99,7.44,2,10,5,0
6529,87,6.34,4,3,5,0
3339,126,5.47,7,6,3,0
3525,82,8.37,3,8,3,1
4563,103,7.99,10,4,0,0
9656,109,7.75,3,10,3,0
7908,111,8.5,6,1,0,0
5329,73,8.41,10,5,1,0
5223,86,8.72,8,7,1,0
2285,106,6.46,7,4,4,0
6063,135,8.82,7,3,3,1
4654,110,8.45,7,9,4,1
5000,93,7.28,1,7,2,0
6710,116,6.06,1,8,3,1
9324,78,7.2,6,6,0,0
484,88,5.04,3,7,0,0
2211,109,4.68,1,10,2,0
5416,94,8.84,9,8,0,0
7563,113,6.68,4,10,3,1
2555,108,10.11,5,3,4,0
7,111,8.76,7,1,2,1
3657,68,6.09,10,5,4,0
6411,98,9.72,7,6,3,0
9164,114,6.96,9,5,3,0
4874,90,7.79,6,4,2,0
4402,86,7.07,7,10,3,0
8916,126,6.12,4,2,5,0
5546,130,7.98,8,10,2,1
5297,111,8.66,9,4,5,1
2426,108,7.92,1,5,5,0
6744,84,7.12,2,9,3,0
1814,95,4.83,3,6,5,0
6822,86,10.01,6,7,0,0
9625,89,5.84,8,8,1,0
2274,83,5.65,4,6,5,0
1011,102,6.12,9,7,5,0
1577,117,5.52,9,3,0,0
7264,97,6.62,1,8,5,0
1067,117,6.23,7,2,5,0
1991,111,9.54,1,2,1,0
3970,94,6.6,7,6,0,0
9073,122,6.15,2,1,4,0
5879,104,7.28,2,4,1,0
8430,88,7.51,9,2,1,0
4542,72,8.32,5,8,0,0
9326,88,6.11,6,4,2,0
7193,114,9.3,3,10,0,1
3867,124,7.91,6,8,0,0
9415,86,6.51,1,7,2,0
6823,108,10.14,9,10,1,0
3048,106,4.81,8,4,0,0
781,79,5.62,5,4,4,0
6747,107,7.18,9,8,2,0
2675,70,5.36,2,9,5,0
1749,115,8.16,8,6,4,1
6222,98,6.47,9,3,0,0
7946,116,7.47,5,3,0,0
2791,91,8.03,8,9,5,1
6519,105,8.04,7,7,2,0
5774,104,10.05,10,5,1,0
6357,76,8.17,7,4,2,0
4979,66,8.15,3,2,0,0
7588,105,5.42,7,7,2,0
1091,99,6.88,5,9,5,0
6526,94,8.25,4,10,2,1
9607,106,7.42,6,2,4,0
4627,89,8.25,1,10,3,1
2324,99,6.61,6,4,2,0
6534,89,9.01,6,1,2,0
8971,122,5.9,7,4,3,0
5055,83,8.98,1,6,2,0
2608,113,6.89,9,4,5,0
9020,102,7.95,9,4,5,0
2290,126,8.15,10,2,1,0
1727,112,7.14,3,1,1,0
610,109,7.2,6,7,1,0
4666,90,5.73,1,3,5,0
8051,82,7.6,5,4,1,0
5413,113,7.48,4,6,5,0
343,92,8.22,10,7,5,0
4683,89,8.64,2,4,1,0
8784,81,5.76,7,5,4,0
3750,91,8.57,2,7,3,0
8453,90,6.44,9,9,1,0
9307,105,9.08,9,3,0,0
5999,82,10.46,1,7,1,0
3215,126,5.47,9,8,5,1
97,103,7.77,9,2,2,0
7387,104,10.06,1,2,4,0
7665,109,6.73,10,7,4,0
5176,80,9.6,7,6,3,0
7279,111,5.4,4,9,0,0
